src,tgt
Cách làm trắng da bằng mật ong thiên nhiên sau đây là kết hợp độc đáo giữa mật ong với các thành phần dưỡng da độc đáo sẽ cho bạn gái sở hữu làn da trắng mịn không tì vết . Sự kiện :,蜂蜜和独特的护肤成分的独特组合将使您的女友具有完美的光滑的白色皮肤，如何使用天然蜂蜜白色。
Ủy ban An toàn Sản phẩm Tiêu dùng Mỹ  ( CPSC )  cho biết thương hiệu máy tính xách tay nổi tiếng Lenovo đã thu hồi hơn nửa triệu sạc laptop tại thị trường Mỹ và Canada do khả năng gây cháy nổ cao . Sự kiện :,美国消费者产品安全委员会（CPSC）表示，著名的笔记本电脑品牌联想由于其高火和爆炸潜力而在美国和加拿大市场恢复了超过50万个笔记本电脑充电器。
Bạn có thể làm nhiều món ngon từ cà phê bên cạnh việc pha cà phê uống thông thường để cảm nhận hương vị đặc biệt của nó .  Sự kiện :,您还可以从咖啡中制作许多美味的菜肴，除了制作普通咖啡以感受到其特殊风味。事件：
"Theo thông tin từ xổ số Vietlott ,  2 vé được phát hành tại Hà Nội và Hải Phòng trúng thưởng Jackpot 2 trị giá gần 4 tỷ đồng . Sự kiện :",根据Vietlott彩票的信息，在河内发行了2张门票，Hai Phong赢得了2个价值近40亿张大奖。
"Sáng qua  ( 18/11 )  ,  một vụ đấu súng dữ dội nổ ra ở Saint-Denis ,  ngoại ô phía bắc Paris  ( Pháp )  ,  ba tay súng đã bị bắn hạ ,  trong đó có một phụ nữ kích hoạt đai bom tự sát .  Ngoài ra ,  còn có ba cảnh sát bị thương và 8 nghi can đã bị bắt ,  theo AFP . Sự kiện :",昨天早上（11月18日），在巴黎北部（法国）的圣丹尼斯爆发了一场暴力枪战，三名枪手被击落，其中包括一名激活自杀炸弹带的妇女。据法新社说，此外，有三名警察和8名嫌疑人被捕。
"Mark Zuckerberg ,  nhà sáng lập và CEO của Facebook đã vượt qua nữ tỷ phú Christy Walton để trở thành người giàu thứ 11 thế giới .  Hiện nay ,  ông chủ Facebook chỉ còn cách nhóm 10 người giàu nhất thế giới 1 , 4 tỷ USD . Sự kiện :",Facebook创始人兼首席执行官马克·扎克伯格（Mark Zuckerberg）超越了亿万富翁克里斯蒂·沃尔顿（Christy Walton），成为世界上第一个富有的人。目前，Facebook老板仅是世界上10人中最富有的人群的14亿。
"“ Fast & Furious 7 ”  đã trở thành bộ phim có doanh thu mở màn cao nhất của hãng Universal trong suốt 102 năm qua ,  đứng đầu bảng xếp hạng Top Box Office tại tất cả các quốc gia đang phát hành bộ phim này . Sự kiện :",“ Fast＆Furious 7”已成为过去102年中环球影业（Universal）的最高开场电影，在所有发行这部电影的国家 /地区的顶级票房排行榜上都成为顶级票房排行榜。
Thai Airways là hãng hàng không lớn tiếp theo nộp đơn xin phá sản do thua lỗ nhiều năm cộng với ảnh hưởng của dịch Covid-19 .,泰国航空是由于多年的损失以及Covid-19-19-19的影响而申请破产的下一个主要航空公司。
"Theo thông tin từ xổ số Vietlott ,  giải thưởng Jackpot trị giá gần 93 tỷ đồng của sản phẩm Power 6/55 trong kì quay thưởng ngày hôm qua vẫn chưa tìm được chủ nhân may mắn . Sự kiện :",根据Vietlott彩票的信息，尚未找到幸运的所有者，尚未找到昨天的奖品中价值近930亿股6/55产品的头奖。
Giá vàng hôm nay ngày 26/1/2016 gần như không biến động tại thị trường trong nước dù giá vàng thế giới tăng vọt đúng như dự đoán trước đó . Sự kiện :,今天的金价在2016年1月26日在国内市场几乎没有动荡，尽管世界金价飙升。
"Sắp tới ,  2 Trung tâm Kiểm định giáo dục - Đại học Hà Nội và TP . HCM sẽ công bố kết quả kiểm định của các trường đầu tiên .",在不久的将来，两个教育检查中心-Hanoi和Ho Chi Minh City University将宣布第一所学校的考试结果。
"Khi mắc bệnh về gan ,  chế độ ăn uống không phù hợp sẽ làm bệnh lý càng nặng thêm .  Dưới đây là các loại thực phẩm người bệnh gan không nên ăn .  Sự kiện :",当患有肝病时，不适当的饮食会使疾病恶化。这是人们不应该吃的食物。事件：
"Viêm não cấp có thể là nguyên nhân khiến 7 trẻ dưới 6 tháng tuổi ở Cao Bằng tử vong ,  làm dấy lên lo ngại về nguy cơ bùng phát ổ dịch tại địa phương . Sự kiện :",急性脑炎可能是7个6个月以下的儿童在CAO BANG死亡中的原因，这引起了人们对当地爆发爆发风险的担忧。
Cổ phiếu HAG của Hoàng Anh Gia Lai tiếp tục bị duy trì diện cảnh báo do lợi nhuận sau thuế chưa phân phối đạt âm .,Hoang Anh Gia Lai的Hag股票继续被警告保留，因为税后税后利润后负数。
"SIM khuyến mãi tặng kèm điện thoại hiện được bày bán khá nhiều ở vỉa hè TP HCM .  Tuy nhiên ,  đây không hẳn là chương trình khuyến mãi đến từ nhà mạng .",Ho Chi Minh City的人行道上，带有电话的促销SIM卡目前售出了很多。但是，这不一定是网络的促销。
"EVFTA có hiệu lực ,  20 . 000 tấn đường thô của Việt Nam sẽ được rộng đường vào EU mỗi năm không mất thuế .","EVFTA生效，越南的20,000吨原始道路每年将广泛进入欧盟，而不会损失税收。"
"Theo Tổ chức Nông lương Liên hợp quốc  ( FAO )  có gần 690 triệu người bị đói trên thế giới và đại dịch COVID-19 có thể kéo theo số người đói từ 83 lên 132 triệu người .  Ngoài ra ,  khoảng 14% thực phẩm sản xuất mỗi năm không được bán trên thị trường .  Tuy nhiên ,  có thể giảm những con số này và cải thiện việc phân phối lương thực trên toàn thế giới nhờ vào ISO .",根据联合国农业组织（FAO）的数据，全球近6.9亿人饿了，共同的19日大流行可能导致83至1.32亿饥饿的人数。此外，每年生产的食物中约有14％的市场不在市场上出售。但是，由于ISO，这些数字可以减少和改善全球食品分配。
"Hãng thông tấn Reuters mới đây đưa tin về chiếc xe điện đầu tiên do Huawei sản xuất ,  rất có thể sẽ được ra mắt thị trường trong năm nay .",路透社新闻社最近报道了华为生产的第一辆电动汽车，最有可能于今年推出。
Chương trình CCP được xây dựng nhằm mục đích giảm thiểu nguy cơ bị tội phạm có tổ chức xuyên quốc gia lợi dụng công ten nơ đường biển để vận chuyển hàng hóa trái phép đường biển .,CCP计划的建立旨在最大程度地减少跨国有组织罪犯利用海弓来运输非法商品的风险。
Liên Hiệp Quốc tuyên bố các chiến binh và các nhóm vũ trang Nhà nước Hồi giáo ISIS - một  “ nhóm thánh chiến đáng kinh ngạc “  đã vi phạm nhân quyền trong khoảng thời gian 9 tuần ở Iraq .  Sự kiện :,联合国宣布伊斯兰伊斯兰伊斯兰战士和团体 - 一个“惊人的圣战组织”，在伊拉克的9周期间侵犯了人权。事件：
"Đau đầu ,  hen suyễn ,  hệ thần kinh bị ảnh hưởng ,  nguy cơ mắc ung thư ,  .  .  .  là những tác hại khôn lường từ việc thường xuyền sử dụng nến thơm có chứa các chất hóa học .",头痛，哮喘，神经系统受到影响，癌症的风险，是不可预测的危害，通常使用含有香料的蜡烛。
"Đánh giá về kỳ vọng kinh doanh ,  HSBC cho biết Việt Nam nằm ở nhóm lạc quan nhất cùng với Indonesia và Ba Lan .  Trong khi đó ,  Hàn Quốc ,  Thổ Nhĩ Kỳ và Nga đều có kỳ vọng thấp .",汇丰银行评估业务期望，越南是印度尼西亚和波兰最乐观的团体。同时，韩国，土耳其和俄罗斯的期望很低。
"Theo Tổng cục Hải quan ,  10 tháng năm 2021 Việt Nam nhập trên 332 . 000 tấn thịt heo các loại  ( chưa kể heo sống )  ,  tăng gần 300% so với cùng kỳ năm ngoái .","根据海关总部的数据，越南于2021年5月进口了超过332,000吨各种猪肉（更不用说活猪），去年同期增长了近300％。"
"Ngày 5/6 tới đây ,  SEA Games 28 mới chính thức khởi tranh nhưng Ban tổ chức bán vé xem lễ khai mạc từ rất sớm .  Tuy nhiên gần đây ,  vé xem lễ khai mạc SEA Games 28 mới tăng mạnh và xảy ra hiện tượng cháy vé .",6月5日，第28届海上运动会正式开始，但组织者很早就出售了门票，以便在开幕式上看到开幕式。然而，最近，看到28届海上比赛28场比赛的开幕式急剧增加并发生了票证大火的门票。
"Tin tức mới nhất từ cảnh sát Nga cho biết ,  hôm qua  ( 1/3 )  khoảng 17 . 000 người đã xuống đường tuần hành tưởng niệm cựu Phó Thủ tướng nước này ,  ông Boris Nemtsov .","俄罗斯警察昨天（1/3）的最新消息大约有17,000人走上路，以纪念该国前副总理鲍里斯·尼姆索夫（Boris Nemtsov）先生。"
"Khi đại dịch Covid-19 tiếp tục lan rộng trên toàn thế giới ,  các bệnh viện đang chuyển sang công nghệ giúp điều trị bệnh nhân và bảo vệ các bác sĩ và y tá trong quá trình này .",当Covid-19-19的流行病继续在世界各地传播时，医院正在转向技术，以帮助治疗患者并在此过程中保护医生和护士。
"Sỏi thận là một hiện tượng chất khoáng trong nước tiểu lắng đọng lại ở thận ,  lâu ngày kết lại tạo thành sỏi .  Sự kiện :",肾结石是沉积在肾脏中的矿物质现象，长期形成石头。事件：
Bộ Thương mại Mỹ sơ bộ xác định đa phần doanh nghiệp Việt xuất khẩu lốp xe sang Mỹ không bán phá giá .,美国初步贸易部确定大多数越南企业在美国出口豪华轮胎而不会倾倒。
"Trên thị trường ,  mắt cá ngừ Phú Yên được rao bán giá từ 120 nghìn đồng đến 150 nghìn đồng/kg .  Món ăn nhìn tuy đáng sợ nhưng có vị béo ngậy thơm ngon được nhiều người yêu thích .","在市场上，phu yen金枪鱼的眼睛从120,000 vnd到150,000/kg。这道菜看起来很恐怖，但有许多人喜欢的美味油腻的味道。"
Cập nhật bảng giá xe ô tô Mercedes mới nhất tháng 2/2018 tại thị trường Việt .  Nhiều mẫu xe được hưởng ưu đãi hấp dẫn . Sự kiện :,更新2018年2月在越南市场的最新梅赛德斯汽车价格列表。许多型号都很吸引人。
"Giá rau củ tăng mạnh sau Tết ,  nhiều siêu thị tại Hà Nội kệ hàng rau xanh đã không còn gì để bán .  Nhiều người dân chuyển hướng mua các loại thực phẩm đóng gói sẵn để dùng .",TET后，蔬菜的价格急剧上涨，河内货架上的许多超市绿色蔬菜和蔬菜无需卖。许多人转移购买了预包装的食物供使用。
"Giá vàng hôm nay ổn định ở mức cao hơn sau khi chạm đáy trong phiên giao dịch trước đó ,  trong bối cảnh căng thẳng giữa Thổ Nhĩ Kỳ và Nga . Sự kiện :",在土耳其和俄罗斯之间的紧张局势，今天的黄金价格在触及了上一个交易会的底部后，在较高的水平上稳定。
"Người Việt Nam đang có xu hướng du lịch với mật độ thường xuyên hơn ,  và thời gian chuyến đi cũng ngắn hơn so với nhiều quốc gia khác trên thế giới .",越南人往往会更频繁地旅行，而旅行时间也比世界上许多其他国家短。
"Theo tờ Business Week ,  Yakult đã lợi dụng môi trường pháp lý về tiêu chuẩn thực phẩm lỏng lẻo và sản phẩm nội địa nhiều tai tiếng ở Ấn Độ và Trung Quốc để khai thác lợi nhuận .",根据《商业周》的报道，Yakult在印度和中国利用了宽松的食品标准和丑闻的家用产品来利用利润。
Toyota hiện đang thu hồi khoảng 460 . 000 chiếc ô tô tại Mỹ để khắc phục sự cố phần mềm có thể gây vô hiệu hóa hệ thống kiểm soát ổn định điện tử .,"丰田目前在美国收回约460,000辆汽车，以解决可以禁用电子稳定控制系统的软件问题。"
Tình hình Ukraine mới nhất cho biết kinh tế Ukraine gặp rủi ro trong việc tiếp tục các chương trình trong khuôn khổ mở rộng hợp tác tài chính với Quỹ Tiền tệ Quốc tế  ( IMF )  .  Sự kiện :,乌克兰最新的情况表示，乌克兰经济在扩大与国际货币基金组织（IMF）的金融合作框架内继续计划处于危险之中。事件：
